created_at,text,favorites,retweets,in_reply_to
2014-01-05 08:35:36,@FloydMayweather where would I get the TMT T-shirt at SA Johannesburg?,0,0,FloydMayweather
2013-05-19 18:48:47,Leggings with no ass... is like a wallet with no cash.,0,0,
2013-02-21 08:46:50,In three words I can some up everything I've  learned about life: It goes on,0,0,
2013-02-10 17:03:44,If only R.I.P meant Return If Possible,0,0,
2013-02-09 13:10:44,@FeUDJ I will be there obvious,0,0,FeUDJ
2013-02-08 15:02:50,There's a reason why the rear view mirror is so small and the windshield is so big. Where you're going is more important than what's behind,0,0,
2013-02-08 15:00:51,@FeUDJ thanks guys,0,0,FeUDJ
2013-02-08 12:42:23,@FeUDJ I just heard that u will be playing at Diepkloof Zone6 Value on the 2nd of March. Its true or they are lying?,0,0,FeUDJ
2013-01-28 17:50:35,"""Surround yourself with people most like the person you want to become. Stay away from anyone who can or will to bring you down.",0,0,
2013-01-26 14:34:35,"You can't live your life for other people. You've got to do what's wright for you, even if it means you hurt people you love",0,0,
2013-01-26 03:43:40,When I was born I was so surprise I didn't talk for a year n a half...,0,0,
2013-01-26 00:02:31,Well done SA cricket,0,0,
2013-01-25 13:13:33,http://t.co/niySpmQS,0,0,
2013-01-25 13:04:52,I had to come back...,0,0,
2011-07-09 10:01:58,Bolt u still have 2 run faster,0,0,
2011-06-26 15:41:35,Im at Rivonia,0,0,
2011-06-25 16:54:50,Things will never be the same,0,0,
